age,gender,path
0,1,/opt/ml/input/ext_data/fairface/train/2061.jpg
0,0,/opt/ml/input/ext_data/fairface/train/2063.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2077.jpg
0,0,/opt/ml/input/ext_data/fairface/train/2094.jpg
1,1,/opt/ml/input/ext_data/fairface/train/2165.jpg
0,0,/opt/ml/input/ext_data/fairface/train/2169.jpg
0,0,/opt/ml/input/ext_data/fairface/train/2181.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2185.jpg
0,0,/opt/ml/input/ext_data/fairface/train/2220.jpg
1,0,/opt/ml/input/ext_data/fairface/train/2224.jpg
1,1,/opt/ml/input/ext_data/fairface/train/2227.jpg
0,0,/opt/ml/input/ext_data/fairface/train/2284.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2294.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2322.jpg
0,0,/opt/ml/input/ext_data/fairface/train/2328.jpg
0,0,/opt/ml/input/ext_data/fairface/train/2333.jpg
0,0,/opt/ml/input/ext_data/fairface/train/2344.jpg
1,0,/opt/ml/input/ext_data/fairface/train/2352.jpg
1,0,/opt/ml/input/ext_data/fairface/train/2367.jpg
1,0,/opt/ml/input/ext_data/fairface/train/2382.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2396.jpg
0,0,/opt/ml/input/ext_data/fairface/train/2399.jpg
1,1,/opt/ml/input/ext_data/fairface/train/2413.jpg
1,1,/opt/ml/input/ext_data/fairface/train/2423.jpg
1,1,/opt/ml/input/ext_data/fairface/train/2427.jpg
2,1,/opt/ml/input/ext_data/fairface/train/2433.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2436.jpg
1,1,/opt/ml/input/ext_data/fairface/train/2457.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2464.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2485.jpg
1,1,/opt/ml/input/ext_data/fairface/train/2501.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2528.jpg
1,0,/opt/ml/input/ext_data/fairface/train/2539.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2554.jpg
1,0,/opt/ml/input/ext_data/fairface/train/2565.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2577.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2580.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2588.jpg
1,0,/opt/ml/input/ext_data/fairface/train/2593.jpg
0,0,/opt/ml/input/ext_data/fairface/train/2600.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2628.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2651.jpg
0,0,/opt/ml/input/ext_data/fairface/train/2672.jpg
1,1,/opt/ml/input/ext_data/fairface/train/2684.jpg
1,1,/opt/ml/input/ext_data/fairface/train/2708.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2726.jpg
1,1,/opt/ml/input/ext_data/fairface/train/2731.jpg
1,0,/opt/ml/input/ext_data/fairface/train/2737.jpg
1,0,/opt/ml/input/ext_data/fairface/train/2745.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2752.jpg
0,0,/opt/ml/input/ext_data/fairface/train/2755.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2771.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2777.jpg
0,0,/opt/ml/input/ext_data/fairface/train/2795.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2799.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2804.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2812.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2827.jpg
1,1,/opt/ml/input/ext_data/fairface/train/2828.jpg
1,0,/opt/ml/input/ext_data/fairface/train/2837.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2840.jpg
1,0,/opt/ml/input/ext_data/fairface/train/2865.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2869.jpg
0,0,/opt/ml/input/ext_data/fairface/train/2871.jpg
0,0,/opt/ml/input/ext_data/fairface/train/2880.jpg
0,0,/opt/ml/input/ext_data/fairface/train/2889.jpg
1,0,/opt/ml/input/ext_data/fairface/train/2896.jpg
1,1,/opt/ml/input/ext_data/fairface/train/2912.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2915.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2931.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2936.jpg
0,1,/opt/ml/input/ext_data/fairface/train/2942.jpg
1,1,/opt/ml/input/ext_data/fairface/train/2958.jpg
1,0,/opt/ml/input/ext_data/fairface/train/2966.jpg
2,0,/opt/ml/input/ext_data/fairface/train/3001.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3046.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3053.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3064.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3080.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3082.jpg
1,1,/opt/ml/input/ext_data/fairface/train/3087.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3092.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3097.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3137.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3143.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3144.jpg
1,1,/opt/ml/input/ext_data/fairface/train/3145.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3151.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3158.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3160.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3181.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3188.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3191.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3203.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3209.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3225.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3250.jpg
1,1,/opt/ml/input/ext_data/fairface/train/3253.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3256.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3260.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3265.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3285.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3287.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3299.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3325.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3329.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3333.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3347.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3353.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3359.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3363.jpg
1,1,/opt/ml/input/ext_data/fairface/train/3384.jpg
2,0,/opt/ml/input/ext_data/fairface/train/3387.jpg
2,0,/opt/ml/input/ext_data/fairface/train/3395.jpg
1,1,/opt/ml/input/ext_data/fairface/train/3418.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3426.jpg
1,1,/opt/ml/input/ext_data/fairface/train/3430.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3445.jpg
1,1,/opt/ml/input/ext_data/fairface/train/3464.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3471.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3489.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3510.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3511.jpg
1,1,/opt/ml/input/ext_data/fairface/train/3529.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3550.jpg
2,0,/opt/ml/input/ext_data/fairface/train/3554.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3555.jpg
2,0,/opt/ml/input/ext_data/fairface/train/3582.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3584.jpg
1,1,/opt/ml/input/ext_data/fairface/train/3593.jpg
1,1,/opt/ml/input/ext_data/fairface/train/3596.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3603.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3617.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3646.jpg
1,1,/opt/ml/input/ext_data/fairface/train/3659.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3671.jpg
1,1,/opt/ml/input/ext_data/fairface/train/3699.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3720.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3742.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3759.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3783.jpg
1,1,/opt/ml/input/ext_data/fairface/train/3790.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3798.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3809.jpg
2,0,/opt/ml/input/ext_data/fairface/train/3816.jpg
1,1,/opt/ml/input/ext_data/fairface/train/3823.jpg
0,0,/opt/ml/input/ext_data/fairface/train/3834.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3839.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3842.jpg
1,1,/opt/ml/input/ext_data/fairface/train/3845.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3848.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3895.jpg
1,1,/opt/ml/input/ext_data/fairface/train/3897.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3899.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3915.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3921.jpg
1,0,/opt/ml/input/ext_data/fairface/train/3980.jpg
0,1,/opt/ml/input/ext_data/fairface/train/3992.jpg
1,1,/opt/ml/input/ext_data/fairface/train/4014.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4017.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4025.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4045.jpg
2,0,/opt/ml/input/ext_data/fairface/train/4052.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4054.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4100.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4104.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4107.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4120.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4122.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4130.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4142.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4148.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4156.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4158.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4167.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4176.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4178.jpg
1,1,/opt/ml/input/ext_data/fairface/train/4185.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4203.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4212.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4218.jpg
1,1,/opt/ml/input/ext_data/fairface/train/4220.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4221.jpg
1,1,/opt/ml/input/ext_data/fairface/train/4231.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4234.jpg
2,0,/opt/ml/input/ext_data/fairface/train/4235.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4238.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4246.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4256.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4262.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4276.jpg
1,1,/opt/ml/input/ext_data/fairface/train/4277.jpg
1,1,/opt/ml/input/ext_data/fairface/train/4278.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4281.jpg
1,1,/opt/ml/input/ext_data/fairface/train/4288.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4294.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4304.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4307.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4328.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4339.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4351.jpg
1,1,/opt/ml/input/ext_data/fairface/train/4365.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4366.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4368.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4373.jpg
2,0,/opt/ml/input/ext_data/fairface/train/4395.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4396.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4398.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4418.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4448.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4469.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4470.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4478.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4491.jpg
1,1,/opt/ml/input/ext_data/fairface/train/4532.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4552.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4553.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4554.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4558.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4564.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4622.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4652.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4661.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4666.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4667.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4672.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4697.jpg
2,0,/opt/ml/input/ext_data/fairface/train/4715.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4731.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4744.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4750.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4755.jpg
2,0,/opt/ml/input/ext_data/fairface/train/4759.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4770.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4788.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4800.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4803.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4815.jpg
1,1,/opt/ml/input/ext_data/fairface/train/4820.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4831.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4836.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4848.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4862.jpg
1,1,/opt/ml/input/ext_data/fairface/train/4869.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4876.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4882.jpg
2,1,/opt/ml/input/ext_data/fairface/train/4883.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4895.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4898.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4914.jpg
1,1,/opt/ml/input/ext_data/fairface/train/4929.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4937.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4938.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4942.jpg
2,1,/opt/ml/input/ext_data/fairface/train/4953.jpg
1,0,/opt/ml/input/ext_data/fairface/train/4954.jpg
1,1,/opt/ml/input/ext_data/fairface/train/4972.jpg
0,1,/opt/ml/input/ext_data/fairface/train/4986.jpg
0,0,/opt/ml/input/ext_data/fairface/train/4997.jpg
1,0,/opt/ml/input/ext_data/fairface/train/5012.jpg
2,0,/opt/ml/input/ext_data/fairface/train/5016.jpg
0,1,/opt/ml/input/ext_data/fairface/train/5054.jpg
1,0,/opt/ml/input/ext_data/fairface/train/5062.jpg
1,0,/opt/ml/input/ext_data/fairface/train/5064.jpg
1,0,/opt/ml/input/ext_data/fairface/train/5068.jpg
1,0,/opt/ml/input/ext_data/fairface/train/5083.jpg
0,0,/opt/ml/input/ext_data/fairface/train/5101.jpg
0,1,/opt/ml/input/ext_data/fairface/train/5102.jpg
0,1,/opt/ml/input/ext_data/fairface/train/5107.jpg
0,0,/opt/ml/input/ext_data/fairface/train/5125.jpg
0,0,/opt/ml/input/ext_data/fairface/train/5131.jpg
0,0,/opt/ml/input/ext_data/fairface/train/5133.jpg
0,1,/opt/ml/input/ext_data/fairface/train/5178.jpg
1,1,/opt/ml/input/ext_data/fairface/train/5179.jpg
1,0,/opt/ml/input/ext_data/fairface/train/5192.jpg
1,0,/opt/ml/input/ext_data/fairface/train/5202.jpg
0,1,/opt/ml/input/ext_data/fairface/train/5208.jpg
1,0,/opt/ml/input/ext_data/fairface/train/5210.jpg
1,0,/opt/ml/input/ext_data/fairface/train/5235.jpg
0,1,/opt/ml/input/ext_data/fairface/train/5241.jpg
0,1,/opt/ml/input/ext_data/fairface/train/5247.jpg
0,0,/opt/ml/input/ext_data/fairface/train/5256.jpg
0,0,/opt/ml/input/ext_data/fairface/train/5260.jpg
1,0,/opt/ml/input/ext_data/fairface/train/5287.jpg
1,0,/opt/ml/input/ext_data/fairface/train/5290.jpg
1,1,/opt/ml/input/ext_data/fairface/train/5310.jpg
0,1,/opt/ml/input/ext_data/fairface/train/5311.jpg
