age,age_real,path
1,31,/opt/ml/input/ext_data/megaage_asian/train/341.jpg
1,31,/opt/ml/input/ext_data/megaage_asian/train/343.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/344.jpg
1,32,/opt/ml/input/ext_data/megaage_asian/train/346.jpg
0,28,/opt/ml/input/ext_data/megaage_asian/train/347.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/348.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/350.jpg
1,34,/opt/ml/input/ext_data/megaage_asian/train/352.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/353.jpg
1,59,/opt/ml/input/ext_data/megaage_asian/train/354.jpg
0,28,/opt/ml/input/ext_data/megaage_asian/train/355.jpg
1,38,/opt/ml/input/ext_data/megaage_asian/train/356.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/357.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/358.jpg
1,32,/opt/ml/input/ext_data/megaage_asian/train/360.jpg
0,19,/opt/ml/input/ext_data/megaage_asian/train/361.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/367.jpg
1,38,/opt/ml/input/ext_data/megaage_asian/train/369.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/371.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/373.jpg
0,28,/opt/ml/input/ext_data/megaage_asian/train/374.jpg
0,27,/opt/ml/input/ext_data/megaage_asian/train/375.jpg
1,40,/opt/ml/input/ext_data/megaage_asian/train/378.jpg
1,51,/opt/ml/input/ext_data/megaage_asian/train/379.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/380.jpg
1,36,/opt/ml/input/ext_data/megaage_asian/train/381.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/382.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/384.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/386.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/389.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/391.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/392.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/393.jpg
1,35,/opt/ml/input/ext_data/megaage_asian/train/394.jpg
0,19,/opt/ml/input/ext_data/megaage_asian/train/395.jpg
1,49,/opt/ml/input/ext_data/megaage_asian/train/396.jpg
1,51,/opt/ml/input/ext_data/megaage_asian/train/397.jpg
1,47,/opt/ml/input/ext_data/megaage_asian/train/399.jpg
1,37,/opt/ml/input/ext_data/megaage_asian/train/403.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/404.jpg
1,32,/opt/ml/input/ext_data/megaage_asian/train/405.jpg
1,32,/opt/ml/input/ext_data/megaage_asian/train/407.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/408.jpg
1,37,/opt/ml/input/ext_data/megaage_asian/train/410.jpg
1,41,/opt/ml/input/ext_data/megaage_asian/train/411.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/416.jpg
1,33,/opt/ml/input/ext_data/megaage_asian/train/417.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/418.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/424.jpg
1,34,/opt/ml/input/ext_data/megaage_asian/train/426.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/427.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/428.jpg
1,32,/opt/ml/input/ext_data/megaage_asian/train/433.jpg
1,32,/opt/ml/input/ext_data/megaage_asian/train/434.jpg
1,41,/opt/ml/input/ext_data/megaage_asian/train/435.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/436.jpg
0,19,/opt/ml/input/ext_data/megaage_asian/train/438.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/439.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/440.jpg
1,38,/opt/ml/input/ext_data/megaage_asian/train/442.jpg
0,28,/opt/ml/input/ext_data/megaage_asian/train/444.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/445.jpg
1,44,/opt/ml/input/ext_data/megaage_asian/train/446.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/447.jpg
0,28,/opt/ml/input/ext_data/megaage_asian/train/448.jpg
1,36,/opt/ml/input/ext_data/megaage_asian/train/449.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/450.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/452.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/453.jpg
2,63,/opt/ml/input/ext_data/megaage_asian/train/455.jpg
1,38,/opt/ml/input/ext_data/megaage_asian/train/457.jpg
1,33,/opt/ml/input/ext_data/megaage_asian/train/459.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/464.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/465.jpg
0,27,/opt/ml/input/ext_data/megaage_asian/train/466.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/468.jpg
1,34,/opt/ml/input/ext_data/megaage_asian/train/470.jpg
0,28,/opt/ml/input/ext_data/megaage_asian/train/471.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/473.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/474.jpg
0,28,/opt/ml/input/ext_data/megaage_asian/train/475.jpg
1,35,/opt/ml/input/ext_data/megaage_asian/train/476.jpg
1,31,/opt/ml/input/ext_data/megaage_asian/train/477.jpg
2,65,/opt/ml/input/ext_data/megaage_asian/train/480.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/481.jpg
1,57,/opt/ml/input/ext_data/megaage_asian/train/484.jpg
1,41,/opt/ml/input/ext_data/megaage_asian/train/485.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/486.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/489.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/490.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/491.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/494.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/496.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/497.jpg
0,18,/opt/ml/input/ext_data/megaage_asian/train/498.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/499.jpg
1,41,/opt/ml/input/ext_data/megaage_asian/train/500.jpg
1,46,/opt/ml/input/ext_data/megaage_asian/train/501.jpg
1,41,/opt/ml/input/ext_data/megaage_asian/train/503.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/505.jpg
1,38,/opt/ml/input/ext_data/megaage_asian/train/506.jpg
2,65,/opt/ml/input/ext_data/megaage_asian/train/507.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/508.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/509.jpg
1,47,/opt/ml/input/ext_data/megaage_asian/train/510.jpg
1,36,/opt/ml/input/ext_data/megaage_asian/train/511.jpg
1,37,/opt/ml/input/ext_data/megaage_asian/train/513.jpg
1,31,/opt/ml/input/ext_data/megaage_asian/train/514.jpg
2,63,/opt/ml/input/ext_data/megaage_asian/train/515.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/517.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/519.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/520.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/524.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/525.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/526.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/528.jpg
1,41,/opt/ml/input/ext_data/megaage_asian/train/529.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/530.jpg
0,19,/opt/ml/input/ext_data/megaage_asian/train/532.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/533.jpg
1,37,/opt/ml/input/ext_data/megaage_asian/train/534.jpg
1,53,/opt/ml/input/ext_data/megaage_asian/train/538.jpg
2,64,/opt/ml/input/ext_data/megaage_asian/train/540.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/541.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/542.jpg
1,45,/opt/ml/input/ext_data/megaage_asian/train/543.jpg
1,34,/opt/ml/input/ext_data/megaage_asian/train/545.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/547.jpg
1,54,/opt/ml/input/ext_data/megaage_asian/train/548.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/550.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/551.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/552.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/555.jpg
1,33,/opt/ml/input/ext_data/megaage_asian/train/558.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/560.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/562.jpg
1,53,/opt/ml/input/ext_data/megaage_asian/train/564.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/565.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/566.jpg
2,65,/opt/ml/input/ext_data/megaage_asian/train/567.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/569.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/571.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/572.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/573.jpg
0,27,/opt/ml/input/ext_data/megaage_asian/train/574.jpg
1,36,/opt/ml/input/ext_data/megaage_asian/train/575.jpg
1,35,/opt/ml/input/ext_data/megaage_asian/train/576.jpg
1,34,/opt/ml/input/ext_data/megaage_asian/train/577.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/578.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/579.jpg
1,33,/opt/ml/input/ext_data/megaage_asian/train/580.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/582.jpg
1,33,/opt/ml/input/ext_data/megaage_asian/train/583.jpg
1,32,/opt/ml/input/ext_data/megaage_asian/train/584.jpg
1,37,/opt/ml/input/ext_data/megaage_asian/train/586.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/589.jpg
0,19,/opt/ml/input/ext_data/megaage_asian/train/590.jpg
0,27,/opt/ml/input/ext_data/megaage_asian/train/591.jpg
0,27,/opt/ml/input/ext_data/megaage_asian/train/592.jpg
1,37,/opt/ml/input/ext_data/megaage_asian/train/595.jpg
1,51,/opt/ml/input/ext_data/megaage_asian/train/596.jpg
1,41,/opt/ml/input/ext_data/megaage_asian/train/597.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/600.jpg
0,27,/opt/ml/input/ext_data/megaage_asian/train/603.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/604.jpg
0,27,/opt/ml/input/ext_data/megaage_asian/train/605.jpg
0,18,/opt/ml/input/ext_data/megaage_asian/train/606.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/608.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/610.jpg
1,34,/opt/ml/input/ext_data/megaage_asian/train/612.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/614.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/615.jpg
1,33,/opt/ml/input/ext_data/megaage_asian/train/617.jpg
1,31,/opt/ml/input/ext_data/megaage_asian/train/618.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/619.jpg
1,43,/opt/ml/input/ext_data/megaage_asian/train/620.jpg
1,50,/opt/ml/input/ext_data/megaage_asian/train/621.jpg
1,34,/opt/ml/input/ext_data/megaage_asian/train/624.jpg
0,18,/opt/ml/input/ext_data/megaage_asian/train/626.jpg
1,33,/opt/ml/input/ext_data/megaage_asian/train/629.jpg
1,32,/opt/ml/input/ext_data/megaage_asian/train/632.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/633.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/635.jpg
1,34,/opt/ml/input/ext_data/megaage_asian/train/637.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/642.jpg
1,35,/opt/ml/input/ext_data/megaage_asian/train/644.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/645.jpg
2,60,/opt/ml/input/ext_data/megaage_asian/train/650.jpg
1,57,/opt/ml/input/ext_data/megaage_asian/train/651.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/653.jpg
1,47,/opt/ml/input/ext_data/megaage_asian/train/654.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/655.jpg
2,64,/opt/ml/input/ext_data/megaage_asian/train/657.jpg
0,19,/opt/ml/input/ext_data/megaage_asian/train/660.jpg
1,32,/opt/ml/input/ext_data/megaage_asian/train/662.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/663.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/665.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/666.jpg
1,37,/opt/ml/input/ext_data/megaage_asian/train/670.jpg
0,28,/opt/ml/input/ext_data/megaage_asian/train/671.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/673.jpg
0,18,/opt/ml/input/ext_data/megaage_asian/train/675.jpg
1,31,/opt/ml/input/ext_data/megaage_asian/train/676.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/677.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/678.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/679.jpg
0,27,/opt/ml/input/ext_data/megaage_asian/train/680.jpg
0,28,/opt/ml/input/ext_data/megaage_asian/train/684.jpg
1,32,/opt/ml/input/ext_data/megaage_asian/train/685.jpg
0,27,/opt/ml/input/ext_data/megaage_asian/train/687.jpg
1,35,/opt/ml/input/ext_data/megaage_asian/train/689.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/690.jpg
1,40,/opt/ml/input/ext_data/megaage_asian/train/692.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/693.jpg
2,68,/opt/ml/input/ext_data/megaage_asian/train/694.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/696.jpg
0,18,/opt/ml/input/ext_data/megaage_asian/train/697.jpg
1,34,/opt/ml/input/ext_data/megaage_asian/train/699.jpg
2,67,/opt/ml/input/ext_data/megaage_asian/train/700.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/702.jpg
1,33,/opt/ml/input/ext_data/megaage_asian/train/704.jpg
1,40,/opt/ml/input/ext_data/megaage_asian/train/705.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/706.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/710.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/711.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/714.jpg
