path,age
/opt/ml/input/ext_data/megaage_asian/train/283.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/284.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/285.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/287.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/288.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/289.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/290.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/292.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/293.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/298.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/299.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/300.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/302.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/305.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/306.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/307.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/309.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/311.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/312.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/313.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/314.jpg,2
/opt/ml/input/ext_data/megaage_asian/train/315.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/316.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/321.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/322.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/323.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/324.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/327.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/329.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/330.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/333.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/334.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/336.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/337.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/338.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/341.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/343.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/344.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/346.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/347.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/348.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/350.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/352.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/353.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/355.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/356.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/357.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/358.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/360.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/361.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/369.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/371.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/373.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/374.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/375.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/378.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/379.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/380.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/381.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/382.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/384.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/386.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/389.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/391.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/392.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/393.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/394.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/395.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/396.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/397.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/399.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/403.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/404.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/405.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/407.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/410.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/411.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/416.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/417.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/418.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/424.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/426.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/428.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/433.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/434.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/435.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/436.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/438.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/440.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/442.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/444.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/445.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/446.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/447.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/448.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/449.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/450.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/452.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/453.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/455.jpg,2
/opt/ml/input/ext_data/megaage_asian/train/457.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/459.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/466.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/468.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/470.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/471.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/475.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/476.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/477.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/480.jpg,2
/opt/ml/input/ext_data/megaage_asian/train/481.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/484.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/485.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/486.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/489.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/490.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/491.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/496.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/497.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/498.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/499.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/500.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/501.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/503.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/505.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/506.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/507.jpg,2
/opt/ml/input/ext_data/megaage_asian/train/508.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/509.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/510.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/511.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/513.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/514.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/515.jpg,2
/opt/ml/input/ext_data/megaage_asian/train/517.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/519.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/528.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/529.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/530.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/532.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/534.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/538.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/540.jpg,2
/opt/ml/input/ext_data/megaage_asian/train/541.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/542.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/543.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/545.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/547.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/548.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/550.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/551.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/555.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/558.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/560.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/562.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/564.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/565.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/567.jpg,2
/opt/ml/input/ext_data/megaage_asian/train/569.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/571.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/572.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/573.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/574.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/575.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/576.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/577.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/578.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/580.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/582.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/583.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/584.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/586.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/589.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/590.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/591.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/592.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/595.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/596.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/597.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/600.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/603.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/605.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/606.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/608.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/610.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/612.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/614.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/615.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/617.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/618.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/619.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/620.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/621.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/624.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/626.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/629.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/632.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/633.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/635.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/637.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/644.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/645.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/651.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/653.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/654.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/655.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/657.jpg,2
/opt/ml/input/ext_data/megaage_asian/train/660.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/662.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/663.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/665.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/666.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/670.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/671.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/673.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/675.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/676.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/678.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/679.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/680.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/684.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/685.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/687.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/689.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/690.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/692.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/693.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/694.jpg,2
/opt/ml/input/ext_data/megaage_asian/train/696.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/697.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/699.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/700.jpg,2
/opt/ml/input/ext_data/megaage_asian/train/702.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/704.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/705.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/706.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/711.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/714.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/718.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/720.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/721.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/723.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/724.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/725.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/726.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/728.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/729.jpg,2
/opt/ml/input/ext_data/megaage_asian/train/732.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/733.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/734.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/735.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/736.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/737.jpg,2
/opt/ml/input/ext_data/megaage_asian/train/739.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/740.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/741.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/742.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/745.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/747.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/748.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/750.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/751.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/753.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/754.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/755.jpg,2
/opt/ml/input/ext_data/megaage_asian/train/756.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/758.jpg,2
/opt/ml/input/ext_data/megaage_asian/train/759.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/761.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/762.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/764.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/765.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/766.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/767.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/769.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/772.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/776.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/779.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/781.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/782.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/784.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/785.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/786.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/788.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/789.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/790.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/791.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/794.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/796.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/797.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/801.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/802.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/804.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/806.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/808.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/810.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/812.jpg,0
/opt/ml/input/ext_data/megaage_asian/train/814.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/815.jpg,1
/opt/ml/input/ext_data/megaage_asian/train/817.jpg,0
