id,gender,race,age,path,normal,incorrect,mask1,mask2,mask3,mask4,mask5
004357,male,Asian,60,004357_male_Asian_60,/opt/ml/input/data/train/images/004357_male_Asian_60/normal.jpg,/opt/ml/input/data/train/images/004357_male_Asian_60/incorrect_mask.jpg,/opt/ml/input/data/train/images/004357_male_Asian_60/mask1.jpg,/opt/ml/input/data/train/images/004357_male_Asian_60/mask2.jpg,/opt/ml/input/data/train/images/004357_male_Asian_60/mask3.jpg,/opt/ml/input/data/train/images/004357_male_Asian_60/mask4.jpg,/opt/ml/input/data/train/images/004357_male_Asian_60/mask5.jpg
004353,male,Asian,60,004353_male_Asian_60,/opt/ml/input/data/train/images/004353_male_Asian_60/normal.jpg,/opt/ml/input/data/train/images/004353_male_Asian_60/incorrect_mask.jpg,/opt/ml/input/data/train/images/004353_male_Asian_60/mask1.jpg,/opt/ml/input/data/train/images/004353_male_Asian_60/mask2.jpg,/opt/ml/input/data/train/images/004353_male_Asian_60/mask3.jpg,/opt/ml/input/data/train/images/004353_male_Asian_60/mask4.jpg,/opt/ml/input/data/train/images/004353_male_Asian_60/mask5.jpg
000519,female,Asian,56,000519_female_Asian_56,/opt/ml/input/data/train/images/000519_female_Asian_56/normal.jpg,/opt/ml/input/data/train/images/000519_female_Asian_56/incorrect_mask.jpg,/opt/ml/input/data/train/images/000519_female_Asian_56/mask1.jpg,/opt/ml/input/data/train/images/000519_female_Asian_56/mask2.jpg,/opt/ml/input/data/train/images/000519_female_Asian_56/mask3.jpg,/opt/ml/input/data/train/images/000519_female_Asian_56/mask4.jpg,/opt/ml/input/data/train/images/000519_female_Asian_56/mask5.jpg
003364,female,Asian,19,003364_female_Asian_19,/opt/ml/input/data/train/images/003364_female_Asian_19/normal.jpg,/opt/ml/input/data/train/images/003364_female_Asian_19/incorrect_mask.jpg,/opt/ml/input/data/train/images/003364_female_Asian_19/mask1.jpg,/opt/ml/input/data/train/images/003364_female_Asian_19/mask2.jpg,/opt/ml/input/data/train/images/003364_female_Asian_19/mask3.jpg,/opt/ml/input/data/train/images/003364_female_Asian_19/mask4.jpg,/opt/ml/input/data/train/images/003364_female_Asian_19/mask5.jpg
003786,female,Asian,45,003786_female_Asian_45,/opt/ml/input/data/train/images/003786_female_Asian_45/normal.jpg,/opt/ml/input/data/train/images/003786_female_Asian_45/incorrect_mask.jpg,/opt/ml/input/data/train/images/003786_female_Asian_45/mask1.jpg,/opt/ml/input/data/train/images/003786_female_Asian_45/mask2.jpg,/opt/ml/input/data/train/images/003786_female_Asian_45/mask3.jpg,/opt/ml/input/data/train/images/003786_female_Asian_45/mask4.jpg,/opt/ml/input/data/train/images/003786_female_Asian_45/mask5.jpg
001724,female,Asian,22,001724_female_Asian_22,/opt/ml/input/data/train/images/001724_female_Asian_22/normal.jpg,/opt/ml/input/data/train/images/001724_female_Asian_22/incorrect_mask.jpg,/opt/ml/input/data/train/images/001724_female_Asian_22/mask1.jpg,/opt/ml/input/data/train/images/001724_female_Asian_22/mask2.jpg,/opt/ml/input/data/train/images/001724_female_Asian_22/mask3.jpg,/opt/ml/input/data/train/images/001724_female_Asian_22/mask4.jpg,/opt/ml/input/data/train/images/001724_female_Asian_22/mask5.jpg
005040,male,Asian,30,005040_male_Asian_30,/opt/ml/input/data/train/images/005040_male_Asian_30/normal.jpg,/opt/ml/input/data/train/images/005040_male_Asian_30/incorrect_mask.jpg,/opt/ml/input/data/train/images/005040_male_Asian_30/mask1.jpg,/opt/ml/input/data/train/images/005040_male_Asian_30/mask2.jpg,/opt/ml/input/data/train/images/005040_male_Asian_30/mask3.jpg,/opt/ml/input/data/train/images/005040_male_Asian_30/mask4.jpg,/opt/ml/input/data/train/images/005040_male_Asian_30/mask5.jpg
003955,male,Asian,41,003955_male_Asian_41,/opt/ml/input/data/train/images/003955_male_Asian_41/normal.jpg,/opt/ml/input/data/train/images/003955_male_Asian_41/incorrect_mask.jpg,/opt/ml/input/data/train/images/003955_male_Asian_41/mask1.jpg,/opt/ml/input/data/train/images/003955_male_Asian_41/mask2.jpg,/opt/ml/input/data/train/images/003955_male_Asian_41/mask3.jpg,/opt/ml/input/data/train/images/003955_male_Asian_41/mask4.jpg,/opt/ml/input/data/train/images/003955_male_Asian_41/mask5.jpg
006731,male,Asian,19,006731_male_Asian_19,/opt/ml/input/data/train/images/006731_male_Asian_19/normal.jpg,/opt/ml/input/data/train/images/006731_male_Asian_19/incorrect_mask.jpg,/opt/ml/input/data/train/images/006731_male_Asian_19/mask1.jpg,/opt/ml/input/data/train/images/006731_male_Asian_19/mask2.jpg,/opt/ml/input/data/train/images/006731_male_Asian_19/mask3.jpg,/opt/ml/input/data/train/images/006731_male_Asian_19/mask4.jpg,/opt/ml/input/data/train/images/006731_male_Asian_19/mask5.jpg
001737,male,Asian,18,001737_male_Asian_18,/opt/ml/input/data/train/images/001737_male_Asian_18/normal.jpg,/opt/ml/input/data/train/images/001737_male_Asian_18/incorrect_mask.jpg,/opt/ml/input/data/train/images/001737_male_Asian_18/mask1.jpg,/opt/ml/input/data/train/images/001737_male_Asian_18/mask2.jpg,/opt/ml/input/data/train/images/001737_male_Asian_18/mask3.jpg,/opt/ml/input/data/train/images/001737_male_Asian_18/mask4.jpg,/opt/ml/input/data/train/images/001737_male_Asian_18/mask5.jpg
001780,female,Asian,54,001780_female_Asian_54,/opt/ml/input/data/train/images/001780_female_Asian_54/normal.jpg,/opt/ml/input/data/train/images/001780_female_Asian_54/incorrect_mask.jpg,/opt/ml/input/data/train/images/001780_female_Asian_54/mask1.jpg,/opt/ml/input/data/train/images/001780_female_Asian_54/mask2.jpg,/opt/ml/input/data/train/images/001780_female_Asian_54/mask3.jpg,/opt/ml/input/data/train/images/001780_female_Asian_54/mask4.jpg,/opt/ml/input/data/train/images/001780_female_Asian_54/mask5.jpg
003094,female,Asian,20,003094_female_Asian_20,/opt/ml/input/data/train/images/003094_female_Asian_20/normal.jpg,/opt/ml/input/data/train/images/003094_female_Asian_20/incorrect_mask.jpg,/opt/ml/input/data/train/images/003094_female_Asian_20/mask1.jpg,/opt/ml/input/data/train/images/003094_female_Asian_20/mask2.jpg,/opt/ml/input/data/train/images/003094_female_Asian_20/mask3.jpg,/opt/ml/input/data/train/images/003094_female_Asian_20/mask4.jpg,/opt/ml/input/data/train/images/003094_female_Asian_20/mask5.jpg
005140,female,Asian,32,005140_female_Asian_32,/opt/ml/input/data/train/images/005140_female_Asian_32/normal.jpg,/opt/ml/input/data/train/images/005140_female_Asian_32/incorrect_mask.jpg,/opt/ml/input/data/train/images/005140_female_Asian_32/mask1.jpg,/opt/ml/input/data/train/images/005140_female_Asian_32/mask2.jpg,/opt/ml/input/data/train/images/005140_female_Asian_32/mask3.jpg,/opt/ml/input/data/train/images/005140_female_Asian_32/mask4.jpg,/opt/ml/input/data/train/images/005140_female_Asian_32/mask5.jpg
003316,female,Asian,19,003316_female_Asian_19,/opt/ml/input/data/train/images/003316_female_Asian_19/normal.jpg,/opt/ml/input/data/train/images/003316_female_Asian_19/incorrect_mask.jpg,/opt/ml/input/data/train/images/003316_female_Asian_19/mask1.jpg,/opt/ml/input/data/train/images/003316_female_Asian_19/mask2.jpg,/opt/ml/input/data/train/images/003316_female_Asian_19/mask3.jpg,/opt/ml/input/data/train/images/003316_female_Asian_19/mask4.jpg,/opt/ml/input/data/train/images/003316_female_Asian_19/mask5.jpg
001810,male,Asian,56,001810_male_Asian_56,/opt/ml/input/data/train/images/001810_male_Asian_56/normal.jpg,/opt/ml/input/data/train/images/001810_male_Asian_56/incorrect_mask.jpg,/opt/ml/input/data/train/images/001810_male_Asian_56/mask1.jpg,/opt/ml/input/data/train/images/001810_male_Asian_56/mask2.jpg,/opt/ml/input/data/train/images/001810_male_Asian_56/mask3.jpg,/opt/ml/input/data/train/images/001810_male_Asian_56/mask4.jpg,/opt/ml/input/data/train/images/001810_male_Asian_56/mask5.jpg
003576,female,Asian,56,003576_female_Asian_56,/opt/ml/input/data/train/images/003576_female_Asian_56/normal.jpg,/opt/ml/input/data/train/images/003576_female_Asian_56/incorrect_mask.jpg,/opt/ml/input/data/train/images/003576_female_Asian_56/mask1.jpg,/opt/ml/input/data/train/images/003576_female_Asian_56/mask2.jpg,/opt/ml/input/data/train/images/003576_female_Asian_56/mask3.jpg,/opt/ml/input/data/train/images/003576_female_Asian_56/mask4.jpg,/opt/ml/input/data/train/images/003576_female_Asian_56/mask5.jpg
000696,female,Asian,58,000696_female_Asian_58,/opt/ml/input/data/train/images/000696_female_Asian_58/normal.jpg,/opt/ml/input/data/train/images/000696_female_Asian_58/incorrect_mask.jpg,/opt/ml/input/data/train/images/000696_female_Asian_58/mask1.jpg,/opt/ml/input/data/train/images/000696_female_Asian_58/mask2.jpg,/opt/ml/input/data/train/images/000696_female_Asian_58/mask3.jpg,/opt/ml/input/data/train/images/000696_female_Asian_58/mask4.jpg,/opt/ml/input/data/train/images/000696_female_Asian_58/mask5.jpg
001567,male,Asian,56,001567_male_Asian_56,/opt/ml/input/data/train/images/001567_male_Asian_56/normal.jpg,/opt/ml/input/data/train/images/001567_male_Asian_56/incorrect_mask.jpg,/opt/ml/input/data/train/images/001567_male_Asian_56/mask1.jpg,/opt/ml/input/data/train/images/001567_male_Asian_56/mask2.jpg,/opt/ml/input/data/train/images/001567_male_Asian_56/mask3.jpg,/opt/ml/input/data/train/images/001567_male_Asian_56/mask4.jpg,/opt/ml/input/data/train/images/001567_male_Asian_56/mask5.jpg
005548,female,Asian,40,005548_female_Asian_40,/opt/ml/input/data/train/images/005548_female_Asian_40/normal.jpg,/opt/ml/input/data/train/images/005548_female_Asian_40/incorrect_mask.jpg,/opt/ml/input/data/train/images/005548_female_Asian_40/mask1.jpg,/opt/ml/input/data/train/images/005548_female_Asian_40/mask2.jpg,/opt/ml/input/data/train/images/005548_female_Asian_40/mask3.jpg,/opt/ml/input/data/train/images/005548_female_Asian_40/mask4.jpg,/opt/ml/input/data/train/images/005548_female_Asian_40/mask5.jpg
005481,female,Asian,39,005481_female_Asian_39,/opt/ml/input/data/train/images/005481_female_Asian_39/normal.jpg,/opt/ml/input/data/train/images/005481_female_Asian_39/incorrect_mask.jpg,/opt/ml/input/data/train/images/005481_female_Asian_39/mask1.jpg,/opt/ml/input/data/train/images/005481_female_Asian_39/mask2.jpg,/opt/ml/input/data/train/images/005481_female_Asian_39/mask3.jpg,/opt/ml/input/data/train/images/005481_female_Asian_39/mask4.jpg,/opt/ml/input/data/train/images/005481_female_Asian_39/mask5.jpg
003433,male,Asian,59,003433_male_Asian_59,/opt/ml/input/data/train/images/003433_male_Asian_59/normal.jpg,/opt/ml/input/data/train/images/003433_male_Asian_59/incorrect_mask.jpg,/opt/ml/input/data/train/images/003433_male_Asian_59/mask1.jpg,/opt/ml/input/data/train/images/003433_male_Asian_59/mask2.jpg,/opt/ml/input/data/train/images/003433_male_Asian_59/mask3.jpg,/opt/ml/input/data/train/images/003433_male_Asian_59/mask4.jpg,/opt/ml/input/data/train/images/003433_male_Asian_59/mask5.jpg
001745,female,Asian,47,001745_female_Asian_47,/opt/ml/input/data/train/images/001745_female_Asian_47/normal.jpg,/opt/ml/input/data/train/images/001745_female_Asian_47/incorrect_mask.jpg,/opt/ml/input/data/train/images/001745_female_Asian_47/mask1.jpg,/opt/ml/input/data/train/images/001745_female_Asian_47/mask2.jpg,/opt/ml/input/data/train/images/001745_female_Asian_47/mask3.jpg,/opt/ml/input/data/train/images/001745_female_Asian_47/mask4.jpg,/opt/ml/input/data/train/images/001745_female_Asian_47/mask5.jpg
006470,female,Asian,18,006470_female_Asian_18,/opt/ml/input/data/train/images/006470_female_Asian_18/normal.jpg,/opt/ml/input/data/train/images/006470_female_Asian_18/incorrect_mask.jpg,/opt/ml/input/data/train/images/006470_female_Asian_18/mask1.jpg,/opt/ml/input/data/train/images/006470_female_Asian_18/mask2.jpg,/opt/ml/input/data/train/images/006470_female_Asian_18/mask3.jpg,/opt/ml/input/data/train/images/006470_female_Asian_18/mask4.jpg,/opt/ml/input/data/train/images/006470_female_Asian_18/mask5.jpg
001813,male,Asian,55,001813_male_Asian_55,/opt/ml/input/data/train/images/001813_male_Asian_55/normal.jpg,/opt/ml/input/data/train/images/001813_male_Asian_55/incorrect_mask.jpg,/opt/ml/input/data/train/images/001813_male_Asian_55/mask1.jpg,/opt/ml/input/data/train/images/001813_male_Asian_55/mask2.jpg,/opt/ml/input/data/train/images/001813_male_Asian_55/mask3.jpg,/opt/ml/input/data/train/images/001813_male_Asian_55/mask4.jpg,/opt/ml/input/data/train/images/001813_male_Asian_55/mask5.jpg
000570,female,Asian,54,000570_female_Asian_54,/opt/ml/input/data/train/images/000570_female_Asian_54/normal.jpg,/opt/ml/input/data/train/images/000570_female_Asian_54/incorrect_mask.jpg,/opt/ml/input/data/train/images/000570_female_Asian_54/mask1.jpg,/opt/ml/input/data/train/images/000570_female_Asian_54/mask2.jpg,/opt/ml/input/data/train/images/000570_female_Asian_54/mask3.jpg,/opt/ml/input/data/train/images/000570_female_Asian_54/mask4.jpg,/opt/ml/input/data/train/images/000570_female_Asian_54/mask5.jpg
000764,female,Asian,56,000764_female_Asian_56,/opt/ml/input/data/train/images/000764_female_Asian_56/normal.jpg,/opt/ml/input/data/train/images/000764_female_Asian_56/incorrect_mask.jpg,/opt/ml/input/data/train/images/000764_female_Asian_56/mask1.jpg,/opt/ml/input/data/train/images/000764_female_Asian_56/mask2.jpg,/opt/ml/input/data/train/images/000764_female_Asian_56/mask3.jpg,/opt/ml/input/data/train/images/000764_female_Asian_56/mask4.jpg,/opt/ml/input/data/train/images/000764_female_Asian_56/mask5.jpg
000527,female,Asian,58,000527_female_Asian_58,/opt/ml/input/data/train/images/000527_female_Asian_58/normal.jpg,/opt/ml/input/data/train/images/000527_female_Asian_58/incorrect_mask.jpg,/opt/ml/input/data/train/images/000527_female_Asian_58/mask1.jpg,/opt/ml/input/data/train/images/000527_female_Asian_58/mask2.jpg,/opt/ml/input/data/train/images/000527_female_Asian_58/mask3.jpg,/opt/ml/input/data/train/images/000527_female_Asian_58/mask4.jpg,/opt/ml/input/data/train/images/000527_female_Asian_58/mask5.jpg
001110,male,Asian,25,001110_male_Asian_25,/opt/ml/input/data/train/images/001110_male_Asian_25/normal.jpg,/opt/ml/input/data/train/images/001110_male_Asian_25/incorrect_mask.jpg,/opt/ml/input/data/train/images/001110_male_Asian_25/mask1.jpg,/opt/ml/input/data/train/images/001110_male_Asian_25/mask2.jpg,/opt/ml/input/data/train/images/001110_male_Asian_25/mask3.jpg,/opt/ml/input/data/train/images/001110_male_Asian_25/mask4.jpg,/opt/ml/input/data/train/images/001110_male_Asian_25/mask5.jpg
004212,female,Asian,59,004212_female_Asian_59,/opt/ml/input/data/train/images/004212_female_Asian_59/normal.jpg,/opt/ml/input/data/train/images/004212_female_Asian_59/incorrect_mask.jpg,/opt/ml/input/data/train/images/004212_female_Asian_59/mask1.jpg,/opt/ml/input/data/train/images/004212_female_Asian_59/mask2.jpg,/opt/ml/input/data/train/images/004212_female_Asian_59/mask3.jpg,/opt/ml/input/data/train/images/004212_female_Asian_59/mask4.jpg,/opt/ml/input/data/train/images/004212_female_Asian_59/mask5.jpg
001452,male,Asian,56,001452_male_Asian_56,/opt/ml/input/data/train/images/001452_male_Asian_56/normal.jpg,/opt/ml/input/data/train/images/001452_male_Asian_56/incorrect_mask.jpg,/opt/ml/input/data/train/images/001452_male_Asian_56/mask1.jpg,/opt/ml/input/data/train/images/001452_male_Asian_56/mask2.jpg,/opt/ml/input/data/train/images/001452_male_Asian_56/mask3.jpg,/opt/ml/input/data/train/images/001452_male_Asian_56/mask4.jpg,/opt/ml/input/data/train/images/001452_male_Asian_56/mask5.jpg
004081,female,Asian,60,004081_female_Asian_60,/opt/ml/input/data/train/images/004081_female_Asian_60/normal.jpg,/opt/ml/input/data/train/images/004081_female_Asian_60/incorrect_mask.jpg,/opt/ml/input/data/train/images/004081_female_Asian_60/mask1.jpg,/opt/ml/input/data/train/images/004081_female_Asian_60/mask2.jpg,/opt/ml/input/data/train/images/004081_female_Asian_60/mask3.jpg,/opt/ml/input/data/train/images/004081_female_Asian_60/mask4.jpg,/opt/ml/input/data/train/images/004081_female_Asian_60/mask5.jpg
003055,female,Asian,20,003055_female_Asian_20,/opt/ml/input/data/train/images/003055_female_Asian_20/normal.jpg,/opt/ml/input/data/train/images/003055_female_Asian_20/incorrect_mask.jpg,/opt/ml/input/data/train/images/003055_female_Asian_20/mask1.jpg,/opt/ml/input/data/train/images/003055_female_Asian_20/mask2.jpg,/opt/ml/input/data/train/images/003055_female_Asian_20/mask3.jpg,/opt/ml/input/data/train/images/003055_female_Asian_20/mask4.jpg,/opt/ml/input/data/train/images/003055_female_Asian_20/mask5.jpg
005411,female,Asian,56,005411_female_Asian_56,/opt/ml/input/data/train/images/005411_female_Asian_56/normal.jpg,/opt/ml/input/data/train/images/005411_female_Asian_56/incorrect_mask.jpg,/opt/ml/input/data/train/images/005411_female_Asian_56/mask1.jpg,/opt/ml/input/data/train/images/005411_female_Asian_56/mask2.jpg,/opt/ml/input/data/train/images/005411_female_Asian_56/mask3.jpg,/opt/ml/input/data/train/images/005411_female_Asian_56/mask4.jpg,/opt/ml/input/data/train/images/005411_female_Asian_56/mask5.jpg
005111,female,Asian,53,005111_female_Asian_53,/opt/ml/input/data/train/images/005111_female_Asian_53/normal.jpg,/opt/ml/input/data/train/images/005111_female_Asian_53/incorrect_mask.jpg,/opt/ml/input/data/train/images/005111_female_Asian_53/mask1.jpg,/opt/ml/input/data/train/images/005111_female_Asian_53/mask2.jpg,/opt/ml/input/data/train/images/005111_female_Asian_53/mask3.jpg,/opt/ml/input/data/train/images/005111_female_Asian_53/mask4.jpg,/opt/ml/input/data/train/images/005111_female_Asian_53/mask5.jpg
006635,female,Asian,19,006635_female_Asian_19,/opt/ml/input/data/train/images/006635_female_Asian_19/normal.jpg,/opt/ml/input/data/train/images/006635_female_Asian_19/incorrect_mask.jpg,/opt/ml/input/data/train/images/006635_female_Asian_19/mask1.jpg,/opt/ml/input/data/train/images/006635_female_Asian_19/mask2.jpg,/opt/ml/input/data/train/images/006635_female_Asian_19/mask3.jpg,/opt/ml/input/data/train/images/006635_female_Asian_19/mask4.jpg,/opt/ml/input/data/train/images/006635_female_Asian_19/mask5.jpg
003412,female,Asian,48,003412_female_Asian_48,/opt/ml/input/data/train/images/003412_female_Asian_48/normal.jpg,/opt/ml/input/data/train/images/003412_female_Asian_48/incorrect_mask.jpg,/opt/ml/input/data/train/images/003412_female_Asian_48/mask1.jpg,/opt/ml/input/data/train/images/003412_female_Asian_48/mask2.jpg,/opt/ml/input/data/train/images/003412_female_Asian_48/mask3.jpg,/opt/ml/input/data/train/images/003412_female_Asian_48/mask4.jpg,/opt/ml/input/data/train/images/003412_female_Asian_48/mask5.jpg
003092,female,Asian,20,003092_female_Asian_20,/opt/ml/input/data/train/images/003092_female_Asian_20/normal.jpg,/opt/ml/input/data/train/images/003092_female_Asian_20/incorrect_mask.jpg,/opt/ml/input/data/train/images/003092_female_Asian_20/mask1.jpg,/opt/ml/input/data/train/images/003092_female_Asian_20/mask2.jpg,/opt/ml/input/data/train/images/003092_female_Asian_20/mask3.jpg,/opt/ml/input/data/train/images/003092_female_Asian_20/mask4.jpg,/opt/ml/input/data/train/images/003092_female_Asian_20/mask5.jpg
004448,male,Asian,24,004448_male_Asian_24,/opt/ml/input/data/train/images/004448_male_Asian_24/normal.jpg,/opt/ml/input/data/train/images/004448_male_Asian_24/incorrect_mask.jpg,/opt/ml/input/data/train/images/004448_male_Asian_24/mask1.jpg,/opt/ml/input/data/train/images/004448_male_Asian_24/mask2.jpg,/opt/ml/input/data/train/images/004448_male_Asian_24/mask3.jpg,/opt/ml/input/data/train/images/004448_male_Asian_24/mask4.jpg,/opt/ml/input/data/train/images/004448_male_Asian_24/mask5.jpg
006075,male,Asian,18,006075_male_Asian_18,/opt/ml/input/data/train/images/006075_male_Asian_18/normal.jpg,/opt/ml/input/data/train/images/006075_male_Asian_18/incorrect_mask.jpg,/opt/ml/input/data/train/images/006075_male_Asian_18/mask1.jpg,/opt/ml/input/data/train/images/006075_male_Asian_18/mask2.jpg,/opt/ml/input/data/train/images/006075_male_Asian_18/mask3.jpg,/opt/ml/input/data/train/images/006075_male_Asian_18/mask4.jpg,/opt/ml/input/data/train/images/006075_male_Asian_18/mask5.jpg
006406,female,Asian,18,006406_female_Asian_18,/opt/ml/input/data/train/images/006406_female_Asian_18/normal.jpg,/opt/ml/input/data/train/images/006406_female_Asian_18/incorrect_mask.jpg,/opt/ml/input/data/train/images/006406_female_Asian_18/mask1.jpg,/opt/ml/input/data/train/images/006406_female_Asian_18/mask2.jpg,/opt/ml/input/data/train/images/006406_female_Asian_18/mask3.jpg,/opt/ml/input/data/train/images/006406_female_Asian_18/mask4.jpg,/opt/ml/input/data/train/images/006406_female_Asian_18/mask5.jpg
005041,female,Asian,48,005041_female_Asian_48,/opt/ml/input/data/train/images/005041_female_Asian_48/normal.jpg,/opt/ml/input/data/train/images/005041_female_Asian_48/incorrect_mask.jpg,/opt/ml/input/data/train/images/005041_female_Asian_48/mask1.jpg,/opt/ml/input/data/train/images/005041_female_Asian_48/mask2.jpg,/opt/ml/input/data/train/images/005041_female_Asian_48/mask3.jpg,/opt/ml/input/data/train/images/005041_female_Asian_48/mask4.jpg,/opt/ml/input/data/train/images/005041_female_Asian_48/mask5.jpg
001496-1,male,Asian,21,001496-1_male_Asian_21,/opt/ml/input/data/train/images/001496-1_male_Asian_21/normal.jpg,/opt/ml/input/data/train/images/001496-1_male_Asian_21/incorrect_mask.jpg,/opt/ml/input/data/train/images/001496-1_male_Asian_21/mask1.jpg,/opt/ml/input/data/train/images/001496-1_male_Asian_21/mask2.jpg,/opt/ml/input/data/train/images/001496-1_male_Asian_21/mask3.jpg,/opt/ml/input/data/train/images/001496-1_male_Asian_21/mask4.jpg,/opt/ml/input/data/train/images/001496-1_male_Asian_21/mask5.jpg
