id,gender,race,age,path
000801,male,Asian,59,000801_male_Asian_59
000821,male,Asian,56,000821_male_Asian_56
003845,female,Asian,56,003845_female_Asian_56
003066,female,Asian,19,003066_female_Asian_19
006347,female,Asian,18,006347_female_Asian_18
006127,male,Asian,20,006127_male_Asian_20
001027,male,Asian,55,001027_male_Asian_55
003728,female,Asian,60,003728_female_Asian_60
001589,male,Asian,24,001589_male_Asian_24
006635,female,Asian,19,006635_female_Asian_19
003653,male,Asian,54,003653_male_Asian_54
003430,female,Asian,52,003430_female_Asian_52
001190,male,Asian,24,001190_male_Asian_24
003947,male,Asian,52,003947_male_Asian_52
005536,female,Asian,39,005536_female_Asian_39
004269,male,Asian,52,004269_male_Asian_52
003807,male,Asian,52,003807_male_Asian_52
000282,female,Asian,59,000282_female_Asian_59
001716,male,Asian,27,001716_male_Asian_27
001139,female,Asian,19,001139_female_Asian_19
003646,male,Asian,60,003646_male_Asian_60
001226,male,Asian,23,001226_male_Asian_23
000640,female,Asian,57,000640_female_Asian_57
005221,male,Asian,21,005221_male_Asian_21
001903,female,Asian,60,001903_female_Asian_60
003777,male,Asian,58,003777_male_Asian_58
006258,female,Asian,20,006258_female_Asian_20
000539,female,Asian,54,000539_female_Asian_54
001750,female,Asian,50,001750_female_Asian_50
001702,female,Asian,24,001702_female_Asian_24
004013,male,Asian,59,004013_male_Asian_59
003781,female,Asian,56,003781_female_Asian_56
003521,male,Asian,58,003521_male_Asian_58
006673,male,Asian,19,006673_male_Asian_19
006743,male,Asian,19,006743_male_Asian_19
000725,female,Asian,50,000725_female_Asian_50
004413,male,Asian,18,004413_male_Asian_18
001021,female,Asian,58,001021_female_Asian_58
001419,male,Asian,59,001419_male_Asian_59
005441,male,Asian,50,005441_male_Asian_50
001420,male,Asian,49,001420_male_Asian_49
000296,female,Asian,57,000296_female_Asian_57
003570,female,Asian,60,003570_female_Asian_60
000737,female,Asian,56,000737_female_Asian_56
001147,male,Asian,35,001147_male_Asian_35
004278,female,Asian,55,004278_female_Asian_55
000815,female,Asian,51,000815_female_Asian_51
005460,female,Asian,58,005460_female_Asian_58
001227,male,Asian,24,001227_male_Asian_24
005426,female,Asian,50,005426_female_Asian_50
001742,female,Asian,43,001742_female_Asian_43
001516,female,Asian,57,001516_female_Asian_57
003033,female,Asian,19,003033_female_Asian_19
006443,female,Asian,18,006443_female_Asian_18
001087,female,Asian,25,001087_female_Asian_25
003468,female,Asian,57,003468_female_Asian_57
004384,female,Asian,60,004384_female_Asian_60
003643,male,Asian,58,003643_male_Asian_58
003636,male,Asian,60,003636_male_Asian_60
001065,male,Asian,26,001065_male_Asian_26
001387,female,Asian,21,001387_female_Asian_21
006069,female,Asian,19,006069_female_Asian_19
001700,male,Asian,33,001700_male_Asian_33
000811,male,Asian,55,000811_male_Asian_55
006058,female,Asian,19,006058_female_Asian_19
006234,male,Asian,20,006234_male_Asian_20
003057,female,Asian,19,003057_female_Asian_19
005405,female,Asian,20,005405_female_Asian_20
003277,female,Asian,19,003277_female_Asian_19
003053,female,Asian,20,003053_female_Asian_20
005107,female,Asian,38,005107_female_Asian_38
000515,female,Asian,50,000515_female_Asian_50
004389,female,Asian,36,004389_female_Asian_36
004268,female,Asian,50,004268_female_Asian_50
000248,female,Asian,54,000248_female_Asian_54
001145,male,Asian,20,001145_male_Asian_20
003165,female,Asian,20,003165_female_Asian_20
006340,female,Asian,18,006340_female_Asian_18
004326,female,Asian,19,004326_female_Asian_19
003396,female,Asian,20,003396_female_Asian_20
001013,female,Asian,25,001013_female_Asian_25
001665,male,Asian,22,001665_male_Asian_22
000812,male,Asian,55,000812_male_Asian_55
003037,female,Asian,19,003037_female_Asian_19
001505,female,Asian,24,001505_female_Asian_24
005287,male,Asian,22,005287_male_Asian_22
000216,female,Asian,56,000216_female_Asian_56
001973,female,Asian,56,001973_female_Asian_56
001246,male,Asian,22,001246_male_Asian_22
001735,male,Asian,53,001735_male_Asian_53
001592,male,Asian,59,001592_male_Asian_59
001475,female,Asian,60,001475_female_Asian_60
004076,female,Asian,54,004076_female_Asian_54
005530,female,Asian,19,005530_female_Asian_19
006412,female,Asian,18,006412_female_Asian_18
003110,female,Asian,19,003110_female_Asian_19
006216,male,Asian,19,006216_male_Asian_19
001547,female,Asian,25,001547_female_Asian_25
006170,female,Asian,20,006170_female_Asian_20
006241,male,Asian,20,006241_male_Asian_20
006226,male,Asian,19,006226_male_Asian_19
003602,male,Asian,58,003602_male_Asian_58
004340,female,Asian,60,004340_female_Asian_60
004396,female,Asian,60,004396_female_Asian_60
000616,female,Asian,57,000616_female_Asian_57
001179-1,female,Asian,24,001179-1_female_Asian_24
004214,female,Asian,58,004214_female_Asian_58
004453,male,Asian,52,004453_male_Asian_52
001164,female,Asian,20,001164_female_Asian_20
004080,female,Asian,60,004080_female_Asian_60
006223,male,Asian,20,006223_male_Asian_20
003351,female,Asian,19,003351_female_Asian_19
001192,male,Asian,23,001192_male_Asian_23
001533,male,Asian,59,001533_male_Asian_59
003930,male,Asian,42,003930_male_Asian_42
006237,male,Asian,19,006237_male_Asian_19
001084,female,Asian,26,001084_female_Asian_26
001596,male,Asian,26,001596_male_Asian_26
001132-1,male,Asian,25,001132-1_male_Asian_25
003080,female,Asian,19,003080_female_Asian_19
000224,female,Asian,56,000224_female_Asian_56
001323,male,Asian,24,001323_male_Asian_24
001550,male,Asian,28,001550_male_Asian_28
003508-1,female,Asian,60,003508-1_female_Asian_60
004352,male,Asian,18,004352_male_Asian_18
003031,female,Asian,19,003031_female_Asian_19
001006,female,Asian,19,001006_female_Asian_19
003440,male,Asian,60,003440_male_Asian_60
001603,male,Asian,23,001603_male_Asian_23
006491,female,Asian,18,006491_female_Asian_18
006129,male,Asian,20,006129_male_Asian_20
000691,female,Asian,56,000691_female_Asian_56
000820,female,Asian,51,000820_female_Asian_51
001136,male,Asian,26,001136_male_Asian_26
001186-1,male,Asian,24,001186-1_male_Asian_24
003598,male,Asian,58,003598_male_Asian_58
000062,female,Asian,55,000062_female_Asian_55
005124,female,Asian,51,005124_female_Asian_51
005237,male,Asian,22,005237_male_Asian_22
001720,female,Asian,18,001720_female_Asian_18
003502,male,Asian,41,003502_male_Asian_41
004205,female,Asian,20,004205_female_Asian_20
001122,male,Asian,25,001122_male_Asian_25
001852,male,Asian,48,001852_male_Asian_48
004320,female,Asian,58,004320_female_Asian_58
003771,male,Asian,55,003771_male_Asian_55
006503,female,Asian,28,006503_female_Asian_28
000639,female,Asian,54,000639_female_Asian_54
006947,male,Asian,19,006947_male_Asian_19
001663,male,Asian,23,001663_male_Asian_23
003160,female,Asian,19,003160_female_Asian_19
000697,female,Asian,58,000697_female_Asian_58
003304,female,Asian,19,003304_female_Asian_19
001116,female,Asian,25,001116_female_Asian_25
003279,female,Asian,19,003279_female_Asian_19
003179,female,Asian,19,003179_female_Asian_19
004218,female,Asian,60,004218_female_Asian_60
006654,male,Asian,19,006654_male_Asian_19
006158,male,Asian,20,006158_male_Asian_20
001228,male,Asian,22,001228_male_Asian_22
001785,male,Asian,26,001785_male_Asian_26
003537,male,Asian,54,003537_male_Asian_54
003220,female,Asian,20,003220_female_Asian_20
006107,male,Asian,18,006107_male_Asian_18
003124,female,Asian,20,003124_female_Asian_20
000692,female,Asian,55,000692_female_Asian_55
004485,male,Asian,57,004485_male_Asian_57
003340,female,Asian,20,003340_female_Asian_20
003435,female,Asian,52,003435_female_Asian_52
001600,male,Asian,23,001600_male_Asian_23
003292,female,Asian,20,003292_female_Asian_20
003239,female,Asian,20,003239_female_Asian_20
003019,female,Asian,19,003019_female_Asian_19
000550,male,Asian,56,000550_male_Asian_56
003024,female,Asian,20,003024_female_Asian_20
001280,female,Asian,27,001280_female_Asian_27
003733,male,Asian,58,003733_male_Asian_58
001328,male,Asian,55,001328_male_Asian_55
001026,male,Asian,57,001026_male_Asian_57
003038,female,Asian,20,003038_female_Asian_20
004201,female,Asian,18,004201_female_Asian_18
003473,male,Asian,52,003473_male_Asian_52
001356,male,Asian,23,001356_male_Asian_23
006494,female,Asian,18,006494_female_Asian_18
006065,female,Asian,19,006065_female_Asian_19
004456,female,Asian,60,004456_female_Asian_60
005083,female,Asian,27,005083_female_Asian_27
000270,female,Asian,49,000270_female_Asian_49
001767,female,Asian,50,001767_female_Asian_50
006172,female,Asian,19,006172_female_Asian_19
003078,female,Asian,20,003078_female_Asian_20
005411,female,Asian,56,005411_female_Asian_56
006943,male,Asian,20,006943_male_Asian_20
005408,male,Asian,28,005408_male_Asian_28
003020,female,Asian,19,003020_female_Asian_19
001800,female,Asian,54,001800_female_Asian_54
004164,female,Asian,53,004164_female_Asian_53
001892,female,Asian,52,001892_female_Asian_52
000041,female,Asian,58,000041_female_Asian_58
005119,male,Asian,19,005119_male_Asian_19
006488,female,Asian,18,006488_female_Asian_18
000711,female,Asian,53,000711_female_Asian_53
004420,female,Asian,32,004420_female_Asian_32
005555,male,Asian,48,005555_male_Asian_48
004378,female,Asian,57,004378_female_Asian_57
001970,male,Asian,21,001970_male_Asian_21
003731,female,Asian,60,003731_female_Asian_60
001830,male,Asian,24,001830_male_Asian_24
004439,female,Asian,22,004439_female_Asian_22
003859,male,Asian,60,003859_male_Asian_60
001038-1,male,Asian,20,001038-1_male_Asian_20
005149,male,Asian,59,005149_male_Asian_59
000274,female,Asian,54,000274_female_Asian_54
005468,female,Asian,26,005468_female_Asian_26
001479,female,Asian,57,001479_female_Asian_57
000015,male,Asian,55,000015_male_Asian_55
005106,female,Asian,54,005106_female_Asian_54
003095,female,Asian,20,003095_female_Asian_20
001186,female,Asian,50,001186_female_Asian_50
000568,female,Asian,54,000568_female_Asian_54
001825,female,Asian,21,001825_female_Asian_21
003437,female,Asian,30,003437_female_Asian_30
001855,female,Asian,24,001855_female_Asian_24
003564,male,Asian,60,003564_male_Asian_60
000516,female,Asian,52,000516_female_Asian_52
000005,female,Asian,58,000005_female_Asian_58
003727,male,Asian,60,003727_male_Asian_60
003734,male,Asian,55,003734_male_Asian_55
006472,female,Asian,18,006472_female_Asian_18
000080,female,Asian,57,000080_female_Asian_57
003421,female,Asian,38,003421_female_Asian_38
005183,female,Asian,20,005183_female_Asian_20
005254,male,Asian,21,005254_male_Asian_21
004380,female,Asian,60,004380_female_Asian_60
006554,female,Asian,20,006554_female_Asian_20
006754,male,Asian,19,006754_male_Asian_19
001492,female,Asian,58,001492_female_Asian_58
003879,female,Asian,51,003879_female_Asian_51
005231,male,Asian,19,005231_male_Asian_19
001496,male,Asian,55,001496_male_Asian_55
001214,male,Asian,25,001214_male_Asian_25
001030,male,Asian,26,001030_male_Asian_26
005224,male,Asian,21,005224_male_Asian_21
003143,female,Asian,20,003143_female_Asian_20
005071,male,Asian,60,005071_male_Asian_60
000597,male,Asian,57,000597_male_Asian_57
001777,female,Asian,58,001777_female_Asian_58
006402,female,Asian,18,006402_female_Asian_18
006366,male,Asian,19,006366_male_Asian_19
001640,male,Asian,18,001640_male_Asian_18
000720,female,Asian,56,000720_female_Asian_56
004314,male,Asian,60,004314_male_Asian_60
003397,female,Asian,19,003397_female_Asian_19
000646,female,Asian,51,000646_female_Asian_51
005047,female,Asian,26,005047_female_Asian_26
005288,male,Asian,22,005288_male_Asian_22
003517,male,Asian,58,003517_male_Asian_58
001217,female,Asian,25,001217_female_Asian_25
000288,female,Asian,51,000288_female_Asian_51
001460,female,Asian,58,001460_female_Asian_58
006934,male,Asian,19,006934_male_Asian_19
003225,female,Asian,20,003225_female_Asian_20
003943,male,Asian,54,003943_male_Asian_54
000304,female,Asian,51,000304_female_Asian_51
003290,female,Asian,19,003290_female_Asian_19
005138,male,Asian,30,005138_male_Asian_30
006621,male,Asian,19,006621_male_Asian_19
006360,female,Asian,18,006360_female_Asian_18
000033,male,Asian,57,000033_male_Asian_57
001594,male,Asian,58,001594_male_Asian_58
006437,female,Asian,18,006437_female_Asian_18
003234,female,Asian,20,003234_female_Asian_20
004461,female,Asian,59,004461_female_Asian_59
005128,male,Asian,45,005128_male_Asian_45
006141,male,Asian,19,006141_male_Asian_19
006707,male,Asian,19,006707_male_Asian_19
001108,female,Asian,23,001108_female_Asian_23
001252,male,Asian,22,001252_male_Asian_22
006171,female,Asian,18,006171_female_Asian_18
005496,female,Asian,52,005496_female_Asian_52
006449,female,Asian,18,006449_female_Asian_18
004319-1,female,Asian,58,004319-1_female_Asian_58
001587,female,Asian,20,001587_female_Asian_20
003323,female,Asian,19,003323_female_Asian_19
003719,male,Asian,60,003719_male_Asian_60
005473,female,Asian,51,005473_female_Asian_51
006646,male,Asian,19,006646_male_Asian_19
006386,male,Asian,19,006386_male_Asian_19
003873,male,Asian,58,003873_male_Asian_58
001066,female,Asian,25,001066_female_Asian_25
004440,female,Asian,25,004440_female_Asian_25
000552,female,Asian,56,000552_female_Asian_56
005056,female,Asian,55,005056_female_Asian_55
001067,male,Asian,24,001067_male_Asian_24
003119,female,Asian,20,003119_female_Asian_20
006530,female,Asian,20,006530_female_Asian_20
001331,female,Asian,23,001331_female_Asian_23
001017,male,Asian,24,001017_male_Asian_24
006752,male,Asian,19,006752_male_Asian_19
006596,male,Asian,19,006596_male_Asian_19
003808,male,Asian,50,003808_male_Asian_50
003267,female,Asian,19,003267_female_Asian_19
003022,female,Asian,19,003022_female_Asian_19
001781,female,Asian,53,001781_female_Asian_53
003483,male,Asian,56,003483_male_Asian_56
006455,female,Asian,18,006455_female_Asian_18
000662,female,Asian,53,000662_female_Asian_53
006155,male,Asian,20,006155_male_Asian_20
003073,female,Asian,19,003073_female_Asian_19
001657,female,Asian,18,001657_female_Asian_18
003191,female,Asian,18,003191_female_Asian_18
001645-1,female,Asian,26,001645-1_female_Asian_26
006665,male,Asian,19,006665_male_Asian_19
001979,female,Asian,29,001979_female_Asian_29
005476,female,Asian,43,005476_female_Asian_43
006395,male,Asian,19,006395_male_Asian_19
006715,male,Asian,21,006715_male_Asian_21
000562,female,Asian,58,000562_female_Asian_58
003967,male,Asian,57,003967_male_Asian_57
001407,male,Asian,43,001407_male_Asian_43
001060,female,Asian,25,001060_female_Asian_25
006424,female,Asian,18,006424_female_Asian_18
005249,male,Asian,22,005249_male_Asian_22
003059,female,Asian,19,003059_female_Asian_19
003559,female,Asian,56,003559_female_Asian_56
004026,male,Asian,59,004026_male_Asian_59
006164,female,Asian,19,006164_female_Asian_19
000594,female,Asian,57,000594_female_Asian_57
003329,female,Asian,19,003329_female_Asian_19
001494-1,female,Asian,23,001494-1_female_Asian_23
001292,female,Asian,24,001292_female_Asian_24
006062,female,Asian,19,006062_female_Asian_19
000736,female,Asian,53,000736_female_Asian_53
000263,female,Asian,48,000263_female_Asian_48
006658,male,Asian,19,006658_male_Asian_19
003463,male,Asian,57,003463_male_Asian_57
005526,male,Asian,23,005526_male_Asian_23
006440,female,Asian,18,006440_female_Asian_18
004283,male,Asian,60,004283_male_Asian_60
003242,female,Asian,20,003242_female_Asian_20
000012,male,Asian,57,000012_male_Asian_57
001564,male,Asian,22,001564_male_Asian_22
001105,male,Asian,25,001105_male_Asian_25
001090,male,Asian,34,001090_male_Asian_34
001230,male,Asian,24,001230_male_Asian_24
003746,male,Asian,50,003746_male_Asian_50
001883,female,Asian,49,001883_female_Asian_49
004362,female,Asian,58,004362_female_Asian_58
001586,female,Asian,18,001586_female_Asian_18
006614,male,Asian,19,006614_male_Asian_19
006690,male,Asian,20,006690_male_Asian_20
005043,female,Asian,43,005043_female_Asian_43
000273,female,Asian,56,000273_female_Asian_56
006213,male,Asian,19,006213_male_Asian_19
003676,male,Asian,58,003676_male_Asian_58
000713,female,Asian,51,000713_female_Asian_51
003459,female,Asian,48,003459_female_Asian_48
006023,male,Asian,18,006023_male_Asian_18
001175,male,Asian,60,001175_male_Asian_60
006571,female,Asian,21,006571_female_Asian_21
003157,female,Asian,20,003157_female_Asian_20
001774-2,male,Asian,52,001774-2_male_Asian_52
001635,male,Asian,45,001635_male_Asian_45
006589,female,Asian,20,006589_female_Asian_20
001918,male,Asian,50,001918_male_Asian_50
000334,female,Asian,52,000334_female_Asian_52
000695,female,Asian,53,000695_female_Asian_53
004211,male,Asian,58,004211_male_Asian_58
005245,male,Asian,20,005245_male_Asian_20
003133,female,Asian,19,003133_female_Asian_19
001315,female,Asian,24,001315_female_Asian_24
003767,female,Asian,52,003767_female_Asian_52
003406,male,Asian,55,003406_male_Asian_55
006431,female,Asian,18,006431_female_Asian_18
006746,male,Asian,19,006746_male_Asian_19
000733,female,Asian,56,000733_female_Asian_56
003146,female,Asian,20,003146_female_Asian_20
003756,female,Asian,48,003756_female_Asian_48
005521,female,Asian,50,005521_female_Asian_50
004004,male,Asian,59,004004_male_Asian_59
003391,female,Asian,20,003391_female_Asian_20
004276,female,Asian,60,004276_female_Asian_60
000046,male,Asian,55,000046_male_Asian_55
001656,female,Asian,60,001656_female_Asian_60
004313,female,Asian,56,004313_female_Asian_56
000297,female,Asian,53,000297_female_Asian_53
006618,male,Asian,19,006618_male_Asian_19
006520,female,Asian,19,006520_female_Asian_19
001098,male,Asian,23,001098_male_Asian_23
003268,female,Asian,20,003268_female_Asian_20
001276,female,Asian,25,001276_female_Asian_25
001498-1,male,Asian,23,001498-1_male_Asian_23
006615,male,Asian,19,006615_male_Asian_19
001829,male,Asian,24,001829_male_Asian_24
005544,male,Asian,32,005544_male_Asian_32
006240,male,Asian,20,006240_male_Asian_20
006057,female,Asian,19,006057_female_Asian_19
006526,male,Asian,19,006526_male_Asian_19
003545,male,Asian,54,003545_male_Asian_54
006616,male,Asian,20,006616_male_Asian_20
006233,male,Asian,20,006233_male_Asian_20
004429,male,Asian,18,004429_male_Asian_18
003519,male,Asian,54,003519_male_Asian_54
003358,female,Asian,20,003358_female_Asian_20
005506,male,Asian,25,005506_male_Asian_25
001561,male,Asian,20,001561_male_Asian_20
005001,female,Asian,28,005001_female_Asian_28
004332,female,Asian,60,004332_female_Asian_60
003583,female,Asian,60,003583_female_Asian_60
003376,female,Asian,19,003376_female_Asian_19
003798,female,Asian,50,003798_female_Asian_50
003326,female,Asian,20,003326_female_Asian_20
001157,female,Asian,24,001157_female_Asian_24
004355,female,Asian,51,004355_female_Asian_51
003501,male,Asian,56,003501_male_Asian_56
003871,female,Asian,57,003871_female_Asian_57
003241,female,Asian,20,003241_female_Asian_20
000618,male,Asian,37,000618_male_Asian_37
005478,female,Asian,43,005478_female_Asian_43
003082,female,Asian,19,003082_female_Asian_19
001525,female,Asian,60,001525_female_Asian_60
001542,female,Asian,25,001542_female_Asian_25
005429,female,Asian,42,005429_female_Asian_42
006584,female,Asian,20,006584_female_Asian_20
003533,male,Asian,59,003533_male_Asian_59
003784,female,Asian,47,003784_female_Asian_47
005232,male,Asian,18,005232_male_Asian_18
001297,female,Asian,21,001297_female_Asian_21
001607,female,Asian,18,001607_female_Asian_18
004277,male,Asian,60,004277_male_Asian_60
000814,male,Asian,56,000814_male_Asian_56
003505,male,Asian,52,003505_male_Asian_52
003386,female,Asian,20,003386_female_Asian_20
006361,female,Asian,18,006361_female_Asian_18
003389,female,Asian,19,003389_female_Asian_19
003695,male,Asian,49,003695_male_Asian_49
003990,male,Asian,43,003990_male_Asian_43
000299,female,Asian,57,000299_female_Asian_57
001266,female,Asian,24,001266_female_Asian_24
000830,female,Asian,55,000830_female_Asian_55
003752,female,Asian,44,003752_female_Asian_44
000381,female,Asian,59,000381_female_Asian_59
003642,male,Asian,59,003642_male_Asian_59
006131,male,Asian,20,006131_male_Asian_20
005067-1,female,Asian,48,005067-1_female_Asian_48
005424,male,Asian,36,005424_male_Asian_36
003516,male,Asian,57,003516_male_Asian_57
001468,female,Asian,60,001468_female_Asian_60
001056,female,Asian,25,001056_female_Asian_25
006514,male,Asian,20,006514_male_Asian_20
001851,male,Asian,25,001851_male_Asian_25
005210,male,Asian,20,005210_male_Asian_20
001841,female,Asian,40,001841_female_Asian_40
000283,female,Asian,57,000283_female_Asian_57
006076,male,Asian,18,006076_male_Asian_18
003197,female,Asian,19,003197_female_Asian_19
000593,female,Asian,58,000593_female_Asian_58
005445,female,Asian,53,005445_female_Asian_53
003243,female,Asian,19,003243_female_Asian_19
005146,female,Asian,40,005146_female_Asian_40
001531,female,Asian,26,001531_female_Asian_26
004488,male,Asian,23,004488_male_Asian_23
006721,male,Asian,20,006721_male_Asian_20
006399,male,Asian,19,006399_male_Asian_19
001041,female,Asian,25,001041_female_Asian_25
003819,female,Asian,50,003819_female_Asian_50
005529,female,Asian,44,005529_female_Asian_44
001719,female,Asian,50,001719_female_Asian_50
000262,male,Asian,56,000262_male_Asian_56
006267,female,Asian,20,006267_female_Asian_20
005154,male,Asian,35,005154_male_Asian_35
006071,male,Asian,20,006071_male_Asian_20
003415,male,Asian,50,003415_male_Asian_50
006148,male,Asian,19,006148_male_Asian_19
006516,male,Asian,19,006516_male_Asian_19
001517,female,Asian,60,001517_female_Asian_60
003144,female,Asian,19,003144_female_Asian_19
001016,male,Asian,26,001016_male_Asian_26
003554,female,Asian,59,003554_female_Asian_59
005023,female,Asian,53,005023_female_Asian_53
000221,female,Asian,40,000221_female_Asian_40
003015,female,Asian,19,003015_female_Asian_19
000622,male,Asian,56,000622_male_Asian_56
003173,female,Asian,20,003173_female_Asian_20
001183,female,Asian,52,001183_female_Asian_52
000769,female,Asian,56,000769_female_Asian_56
003200,female,Asian,20,003200_female_Asian_20
001836,female,Asian,24,001836_female_Asian_24
004399,female,Asian,59,004399_female_Asian_59
003035,female,Asian,20,003035_female_Asian_20
005243,male,Asian,21,005243_male_Asian_21
005010,female,Asian,27,005010_female_Asian_27
005409,female,Asian,55,005409_female_Asian_55
006228,male,Asian,20,006228_male_Asian_20
001218,female,Asian,18,001218_female_Asian_18
003827,female,Asian,60,003827_female_Asian_60
000765,female,Asian,57,000765_female_Asian_57
003166,female,Asian,20,003166_female_Asian_20
003068,female,Asian,20,003068_female_Asian_20
005092,male,Asian,52,005092_male_Asian_52
006905,male,Asian,19,006905_male_Asian_19
003706,male,Asian,60,003706_male_Asian_60
004342,male,Asian,58,004342_male_Asian_58
003577,male,Asian,60,003577_male_Asian_60
004390,female,Asian,51,004390_female_Asian_51
001751,male,Asian,51,001751_male_Asian_51
003041,female,Asian,20,003041_female_Asian_20
001840,male,Asian,23,001840_male_Asian_23
003099,female,Asian,20,003099_female_Asian_20
005404,female,Asian,25,005404_female_Asian_25
006498,female,Asian,18,006498_female_Asian_18
004077,female,Asian,57,004077_female_Asian_57
003176,female,Asian,19,003176_female_Asian_19
005014,female,Asian,35,005014_female_Asian_35
000560,female,Asian,55,000560_female_Asian_55
006945,male,Asian,19,006945_male_Asian_19
006474,female,Asian,18,006474_female_Asian_18
000309,male,Asian,29,000309_male_Asian_29
001740,female,Asian,50,001740_female_Asian_50
006100,male,Asian,19,006100_male_Asian_19
001080,female,Asian,23,001080_female_Asian_23
003001,female,Asian,19,003001_female_Asian_19
003233,female,Asian,19,003233_female_Asian_19
003753,female,Asian,50,003753_female_Asian_50
001286,female,Asian,23,001286_female_Asian_23
003178,female,Asian,20,003178_female_Asian_20
001153,female,Asian,25,001153_female_Asian_25
003766,male,Asian,38,003766_male_Asian_38
003745,male,Asian,55,003745_male_Asian_55
004465,female,Asian,50,004465_female_Asian_50
003432,female,Asian,52,003432_female_Asian_52
003058,female,Asian,20,003058_female_Asian_20
003137,female,Asian,20,003137_female_Asian_20
003401,female,Asian,49,003401_female_Asian_49
005471,female,Asian,38,005471_female_Asian_38
001780,female,Asian,54,001780_female_Asian_54
003874,male,Asian,60,003874_male_Asian_60
004363,female,Asian,60,004363_female_Asian_60
000226,female,Asian,58,000226_female_Asian_58
005252,male,Asian,21,005252_male_Asian_21
003103,female,Asian,20,003103_female_Asian_20
004393,male,Asian,60,004393_male_Asian_60
004490,male,Asian,21,004490_male_Asian_21
000576,female,Asian,56,000576_female_Asian_56
003748,male,Asian,50,003748_male_Asian_50
004428,female,Asian,56,004428_female_Asian_56
003588,male,Asian,54,003588_male_Asian_54
003054,female,Asian,19,003054_female_Asian_19
005248,male,Asian,22,005248_male_Asian_22
000556,male,Asian,57,000556_male_Asian_57
004263,female,Asian,58,004263_female_Asian_58
006375,male,Asian,19,006375_male_Asian_19
001029,male,Asian,59,001029_male_Asian_59
006541,female,Asian,22,006541_female_Asian_22
004308,female,Asian,53,004308_female_Asian_53
001072,female,Asian,25,001072_female_Asian_25
006674,male,Asian,19,006674_male_Asian_19
003801,female,Asian,49,003801_female_Asian_49
005475,female,Asian,44,005475_female_Asian_44
006365,male,Asian,19,006365_male_Asian_19
003582,female,Asian,58,003582_female_Asian_58
003783,female,Asian,40,003783_female_Asian_40
004231,female,Asian,60,004231_female_Asian_60
005292,female,Asian,40,005292_female_Asian_40
001647,male,Asian,46,001647_male_Asian_46
006398,male,Asian,19,006398_male_Asian_19
003007,female,Asian,19,003007_female_Asian_19
001061,male,Asian,25,001061_male_Asian_25
000241,male,Asian,56,000241_male_Asian_56
006128,male,Asian,20,006128_male_Asian_20
006686,male,Asian,20,006686_male_Asian_20
003093,female,Asian,19,003093_female_Asian_19
001418,male,Asian,59,001418_male_Asian_59
003003,female,Asian,18,003003_female_Asian_18
000827,female,Asian,55,000827_female_Asian_55
004264,female,Asian,60,004264_female_Asian_60
000557,female,Asian,57,000557_female_Asian_57
006468,female,Asian,18,006468_female_Asian_18
003722,female,Asian,56,003722_female_Asian_56
000564,female,Asian,57,000564_female_Asian_57
006657,male,Asian,20,006657_male_Asian_20
006214,male,Asian,19,006214_male_Asian_19
005004,female,Asian,30,005004_female_Asian_30
